,loan_amnt,term,int_rate,installment,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,pub_rec,revol_bal,total_acc,initial_list_status,application_type,pub_rec_bankruptcies,address,issue_d_month,issue_d_year,earliest_cr_line_month,earliest_cr_line_year
434,5000.0,36,14.49,172.09,239,6 ,3,59000.0,0,1,3,16.15,0.0,1285.0,26.0,0,1,0.0,210,5,2014,2,2003
435,11500.0,36,13.67,391.21,364,10,0,35000.0,2,2,1,29.29,0.0,18815.0,24.0,0,1,0.0,116,11,2013,5,2004
436,12000.0,36,6.49,367.74,284,0.6,0,35000.0,0,1,1,18.55,0.0,4801.0,20.0,1,1,0.0,359,9,2014,7,2005
437,20950.0,60,18.99,543.34,49,10,3,50000.0,2,1,3,29.09,0.0,8025.0,37.0,0,1,0.0,147,10,2014,1,2004
438,9725.0,36,14.46,334.56,269,6 ,1,90000.0,0,2,2,26.04,0.0,40009.0,18.0,1,1,0.0,108,6,2016,12,1993
439,10000.0,60,13.99,232.64,35,6 ,1,65000.0,2,1,2,21.95,0.0,21393.0,27.0,0,1,0.0,223,5,2012,5,1999
440,9600.0,36,6.49,294.19,226,3 ,0,42000.0,2,1,2,18.43,0.0,3537.0,12.0,1,1,0.0,47,5,2014,9,1972
441,11500.0,36,13.11,388.1,235,10,3,35000.0,0,1,3,28.15,0.0,9390.0,51.0,0,1,0.0,218,4,2013,9,1992
444,23625.0,60,12.59,532.6,199,10,3,65000.0,0,1,2,21.23,0.0,6700.0,31.0,0,1,0.0,348,11,2015,6,2005
445,9700.0,36,9.99,312.95,251,2 ,0,33384.0,2,1,2,20.56,0.0,8548.0,30.0,0,1,0.0,120,10,2013,10,2006
446,12000.0,60,14.16,280.22,156,10,0,43000.0,2,2,2,9.41,1.0,8852.0,10.0,0,1,1.0,393,3,2014,8,1996
447,19750.0,60,17.27,493.72,366,10,1,44000.0,1,1,2,31.99,0.0,28632.0,27.0,0,1,0.0,277,12,2012,5,1991
448,15000.0,36,6.62,460.56,9,0.6,3,73000.0,0,1,2,10.03,0.0,15352.0,26.0,0,1,0.0,335,7,2013,10,1994
449,7200.0,36,14.65,248.36,227,10,3,82000.0,1,1,3,19.83,0.0,34921.0,24.0,0,1,0.0,324,6,2012,7,1981
450,33000.0,36,12.99,1111.75,21,4 ,3,105000.0,1,2,2,23.06,0.0,39206.0,36.0,0,1,0.0,429,10,2014,7,1999
451,13600.0,36,16.24,479.75,226,1,0,32500.0,0,1,1,17.5,0.0,14586.0,8.0,0,1,0.0,362,1,2014,12,2004
452,4000.0,36,14.65,137.98,283,2 ,0,125000.0,2,1,2,10.59,0.0,11833.0,22.0,1,1,0.0,314,8,2015,9,2003
453,13000.0,36,12.49,434.84,45,10,0,70000.0,2,2,2,16.73,0.0,13586.0,30.0,0,1,0.0,389,4,2014,3,2000
454,12000.0,60,22.45,334.51,301,1,0,46500.0,1,1,2,12.75,1.0,3979.0,50.0,0,1,1.0,358,1,2016,9,1993
455,15000.0,60,25.49,444.59,240,2 ,1,42000.0,2,1,1,10.69,0.0,15108.0,20.0,1,1,0.0,286,11,2016,2,2009
456,6000.0,36,7.89,187.72,180,8 ,3,62000.0,2,1,0,2.71,0.0,3851.0,13.0,1,1,0.0,421,11,2015,10,2007
457,10750.0,36,13.98,367.31,231,5 ,0,33000.0,2,1,2,23.82,0.0,10845.0,20.0,1,1,0.0,325,12,2013,7,2000
458,1000.0,36,7.39,31.06,12,4 ,0,55000.0,2,1,8,16.17,0.0,9079.0,12.0,0,1,0.0,315,4,2016,1,2007
459,26875.0,36,10.78,877.06,333,9 ,0,56000.0,0,1,5,4.5,0.0,20494.0,11.0,1,1,0.0,309,1,2016,1,2002
460,4500.0,36,10.99,147.31,122,8 ,0,34000.0,1,1,2,14.79,1.0,4598.0,17.0,0,1,1.0,205,12,2013,6,1989
461,12000.0,36,16.2,423.08,140,10,3,39000.0,2,1,2,31.17,0.0,6672.0,28.0,0,1,0.0,109,10,2013,1,2000
462,18500.0,60,10.64,398.93,354,10,3,85000.0,1,1,2,8.64,0.0,9935.0,26.0,0,1,0.0,265,8,2013,2,1994
463,34200.0,60,9.17,712.77,358,0.6,0,94500.0,1,2,2,4.37,0.0,3744.0,29.0,1,1,0.0,52,3,2015,4,2001
464,28000.0,36,8.9,889.09,327,9 ,0,109152.0,2,1,2,14.06,0.0,2880.0,20.0,0,1,0.0,341,4,2014,12,1984
465,10000.0,36,10.16,323.43,37,4 ,3,60000.0,1,1,1,12.36,0.0,5057.0,18.0,1,1,0.0,259,3,2013,11,2002
467,16225.0,60,19.52,425.55,109,4 ,0,122000.0,2,1,2,8.93,1.0,393.0,37.0,0,1,1.0,311,8,2014,4,1992
468,8850.0,36,16.99,315.49,197,10,0,40000.0,0,2,2,29.13,0.0,13313.0,17.0,1,1,0.0,264,7,2016,11,2002
470,12000.0,36,14.49,413.0,314,10,3,43653.0,2,1,2,24.47,1.0,2187.0,33.0,1,1,1.0,134,10,2014,12,2003
471,3050.0,36,12.29,101.73,322,0.6,0,40000.0,0,2,8,13.11,0.0,11682.0,8.0,1,1,0.0,8,3,2015,4,2003
472,12000.0,36,15.31,417.81,65,5 ,0,100000.0,0,1,2,20.93,0.0,12092.0,32.0,0,1,0.0,119,7,2012,1,1998
473,3850.0,36,12.12,128.1,368,0.6,0,15000.0,2,1,1,11.6,0.0,6159.0,6.0,0,1,0.0,428,10,2012,11,2003
475,27200.0,36,9.67,873.46,112,6 ,3,130000.0,1,1,2,19.4,0.0,6493.0,27.0,1,1,0.0,355,1,2014,12,2000
476,2500.0,36,8.67,79.12,147,10,0,36500.0,0,1,2,30.29,0.0,4483.0,39.0,0,1,0.0,245,11,2014,6,1999
477,8000.0,36,12.69,268.36,327,10,3,62450.0,1,1,2,15.58,1.0,9467.0,41.0,1,1,1.0,172,3,2015,5,2000
478,21000.0,36,13.67,714.37,184,3 ,3,85000.0,2,2,1,28.8,0.0,15221.0,40.0,0,1,0.0,14,10,2013,1,1999
479,22900.0,36,13.05,772.15,276,10,0,64800.0,1,1,2,16.43,0.0,28475.0,21.0,0,1,0.0,179,8,2013,6,1997
480,5000.0,36,7.9,156.46,144,10,0,53038.0,2,1,2,14.61,0.0,25434.0,40.0,0,1,0.0,400,12,2012,1,1993
481,7500.0,36,14.49,258.13,234,2 ,0,68000.0,2,1,8,9.07,1.0,1820.0,21.0,1,1,1.0,44,6,2014,10,1996
482,24000.0,60,10.75,518.84,233,9 ,3,73000.0,2,1,2,10.6,0.0,12609.0,24.0,1,1,0.0,192,3,2016,5,2005
483,20000.0,36,8.19,628.49,137,0.6,3,75000.0,2,1,1,13.67,1.0,11590.0,31.0,0,1,0.0,419,1,2015,9,1982
485,15000.0,36,11.14,492.08,166,10,0,65000.0,0,1,3,24.13,0.0,18946.0,26.0,0,1,0.0,45,2,2013,4,1990
486,35000.0,36,18.25,1269.73,199,10,3,95000.0,1,1,2,8.54,0.0,5127.0,22.0,0,1,0.0,284,12,2013,2,2002
487,7125.0,36,15.61,249.13,342,0.6,3,46824.0,2,2,2,5.67,1.0,4536.0,32.0,0,1,1.0,353,1,2014,4,1999
488,23000.0,60,16.99,571.49,163,0.6,0,125000.0,1,1,2,9.4,0.0,16666.0,27.0,1,1,0.0,191,8,2014,7,1981
490,10000.0,36,13.05,337.19,66,10,3,52000.0,0,1,1,20.56,0.0,14408.0,22.0,0,1,0.0,431,9,2013,1,2000
491,9600.0,36,11.53,316.71,231,9 ,0,35000.0,0,1,1,33.73,0.0,6311.0,15.0,1,1,0.0,176,8,2015,3,2005
492,10000.0,60,14.33,234.4,26,0.6,0,50000.0,2,1,1,22.25,0.0,5929.0,36.0,1,1,0.0,298,11,2015,4,2001
493,15000.0,36,11.49,494.57,246,10,3,88000.0,2,1,3,15.52,1.0,11910.0,24.0,0,1,1.0,328,8,2016,12,1998
494,10000.0,36,16.29,353.01,349,1,1,36000.0,0,1,1,13.47,0.0,8774.0,23.0,0,1,0.0,85,6,2012,5,2003
495,29100.0,36,14.98,1008.48,211,1,0,65000.0,1,1,1,20.0,0.0,20265.0,26.0,1,1,0.0,416,12,2013,7,2001
496,9000.0,36,13.99,307.56,252,4 ,0,68000.0,0,1,2,7.44,0.0,13403.0,10.0,0,1,0.0,138,4,2012,11,1991
497,9000.0,36,14.64,310.41,293,6 ,3,61000.0,1,1,2,16.07,1.0,819.0,44.0,0,1,1.0,274,4,2014,2,1996
498,12500.0,36,12.85,420.28,148,5 ,3,42000.0,0,1,2,14.83,1.0,9432.0,20.0,0,1,1.0,144,1,2014,4,1999
499,10000.0,36,10.64,325.69,343,10,3,70000.0,0,1,5,12.94,0.0,5812.0,15.0,0,1,0.0,340,8,2013,3,1993
